ID,feature_vector
17884,"{-0.1815243607425736,0.9748026969394769,0.2013376080002915,1.3432411270167104,-0.7514503448022232,1.6721624597123848,-1.0364942491303784,0.2526272045533592,0.1734751553185907,1.041014143819112}"
17885,"{0.9252024653358892,-0.2822372571262767,0.111896894536019,-0.936007907739116,-0.2237312452730739,-0.1421723665906547,0.5765658992965214,0.9543205590018924,-0.2077786371925773,1.4727752296606074}"
17886,"{1.3628736231306815,0.5438158181947605,1.4959163428605098,2.330890231213978,-1.3847613038200142,-0.5461966208851872,0.8855139452943627,0.3633635616758665,-0.3830672020026478,1.545595998570829}"
17887,"{-1.2519515171424356,-1.2936003696021428,-1.0279685820929307,-0.3789167363016817,-0.2542444487827868,1.6922420783659422,0.7015493375838037,1.8869986287084104,0.5775519744675601,-1.41310085546062}"
17888,"{-0.0480719444660299,-0.0498412208657351,0.4610809005710897,-2.3996375503557674,0.8245122716842541,1.395674429177327,-1.7524003307509106,1.0591769068483674,0.4665747593830315,-0.3437353525446187}"
17889,"{0.2606233922154517,-1.1584975489755225,0.5514066115563662,0.4834443301701976,-0.2069663401867684,-0.605313882661383,1.432436157825946,-0.4350960012162781,-1.4088317718586103,0.659648695021882}"
17890,"{0.7812591550036975,0.5173574912323328,-0.2450619378022072,1.05461376053957,-0.3429772464340611,-0.7762208472226293,0.6817112838753087,-0.0891827788197724,0.53904480858967,1.0295678455735782}"
17891,"{-0.3804860008946405,-0.1656119854081915,0.8740023796866971,0.8245897216719769,-0.5387963333437328,0.4655669375985625,0.278456647762276,0.206988557486812,-1.4689878505447842,0.1887310202132451}"
17892,"{0.0592419635970292,-0.940900496933654,0.1333911071579443,1.1863237103676574,-1.1291426541736294,0.2689884471918669,0.6203869986937566,-2.245000942163212,1.0396673134547925,-0.2671102539166555}"
17893,"{0.2039619674379646,-0.9090551301632448,-1.8142357828361757,0.793363954834639,0.945064567099535,-1.582794650237514,-1.1562135557134772,3.301729776433173,0.9339199632182146,-0.7912483995544399}"
17894,"{0.7992885072441654,-0.3516072790654881,-0.2339697242274826,0.8589139640285665,-2.382262514842429,-1.066296336494997,-0.4712094236340459,-1.0436565543373182,-0.5467825511594142,0.7973060659393575}"
17895,"{-1.324801477135248,-0.1432237129616711,0.3275488940970616,-0.0398181214672055,0.8759721741598322,-0.2729501516691286,1.1368216900782235,0.4841703813409573,-1.8303139397369683,0.1161950685440067}"
17896,"{1.556030018195378,0.1563112720369903,2.583588858957743,0.1814865640989156,1.851337573971492,0.028249245771646,0.0129744169200323,-1.6097680183328484,0.7334483006429723,-0.044215626322127}"
17897,"{0.0172310102065084,-2.571651787836224,0.487070612982562,0.4114329257950891,-1.6932191584959173,-0.0459330142168039,0.2816844354110289,-0.8719526205630781,-1.070057241857639,0.4844443216452633}"
17898,"{1.176199054075174,1.6897539147409466,0.1162344825365887,0.889348275547426,0.6694877883237744,-0.7487542630608037,0.3688768330412162,2.096272837321596,0.8347874125459913,0.1776843119695077}"
17899,"{-1.6249535015988137,0.0218090842785561,1.6741633070009962,0.6022743630385886,0.0447812328293839,-0.1136442222680457,0.9548858528872564,-0.9065974722460092,-0.5789263613277678,-0.7262619066840944}"
17900,"{-1.426187136959615,-1.2810325990059457,-0.3758333919359134,-0.0424402674718792,-0.682632511161388,-0.2912285494677473,-0.1972074060648911,2.3803034082007293,0.144168709947919,-0.5311407901530018}"
17901,"{0.7908286698848159,0.2458149535122386,-1.3012094177335527,-0.756037307465842,-0.0611315163888052,-0.5873781808657655,-2.2418933616550114,0.914563011027918,0.3381104042642592,0.5974902906626628}"
17902,"{1.3408481115022508,0.0675683215278598,0.4895467027145256,-0.1111471283917909,-1.2560638635020898,-1.6787375509157296,0.3503473272359635,1.051501219114657,-0.4063618840291265,-0.1298699586799267}"
17903,"{-0.4964256823194269,-0.0455440684017801,0.0666499484244077,-0.8773940777800213,0.0669108577207962,-0.0209688676485889,0.0483354040298259,0.8457740196911903,0.4719201965021609,-0.8525855317588105}"
17904,"{0.1492095470416038,1.099163102867639,1.3718699108530517,-0.63301219464742,-0.5117354225602238,-1.4250883531434515,-0.0262919741321284,0.0849956093575146,-0.0955379316726956,1.1471934454890156}"
17905,"{1.1556452138794766,-0.5792055334667368,1.303814420651942,-0.765699475326821,-0.0780672360706841,-0.4885847837834507,0.7310704870533219,-2.489957843250689,4.032124011916079,0.7275700606835417}"
17906,"{-2.443032498471054,0.1873876212379096,0.212303800903977,0.259710488507941,-0.6362841736136361,-1.100347723591466,-0.1122695340354278,-1.1031909094504218,-0.2288568066582337,-0.6815611773150064}"
17907,"{-0.7453461321300305,-0.7224548978712787,0.113377297241679,-1.248259581298102,-0.2781399529492378,-0.6024141092489501,-0.5871444580532533,0.2227365847883438,-0.0882598242993865,-2.0285620692713096}"
17908,"{1.004429337931534,1.4251870450220514,0.9563485529713824,2.105265360840788,1.16893999114182,-0.0146087183621287,-1.1101853496595606,0.8650638680606388,1.19001493738737,-0.558325980507216}"
17909,"{-0.953317401934054,0.0114755295713984,-0.4130977409886658,0.1781047432166135,-0.0047995763787564,0.3446041669895564,-0.7623575819939371,-0.3626761957982738,0.0674479776249278,-1.2697898513554546}"
17910,"{1.1547795173305218,-0.9672068987192584,-1.5774691025308685,0.518056317652241,-1.0909557342846987,-0.6043013143716023,0.807814886914306,0.1578871930014481,0.1239331403762475,-0.8466609129212139}"
17911,"{-1.1355721112319888,0.4342878702164419,-0.0990208067003492,1.2091347434575528,-0.22969303701375,-1.6518344551426227,1.399233160662186,2.6144407151981954,-0.6325150328520424,1.3834621148989006}"
17912,"{-1.7415060026227027,0.2527377466818503,-0.1787483822703614,0.0885413520666288,-0.3882978386640661,-0.1547838972786734,0.4977030124122951,0.4950012771363803,0.8384798821017878,1.5168571825496897}"
17913,"{-0.1006535815043939,0.9747943245519266,-0.3221263655861052,0.2844310804793183,-0.5448057318157693,0.7465103298999828,-0.95328104902932,-0.6763460379595743,-1.3893126827578068,0.3342541116011348}"
17914,"{-0.3624631076540443,-0.5837558320984829,-0.5639903127316188,1.5285164685020625,0.3209218089765456,0.8354193164571403,0.6999233649847708,-1.3301991683328973,1.6147414506978035,-0.3871057020430676}"
17915,"{0.5957496860193316,0.7769041829952064,-0.0271560652956934,-0.1451890306532526,1.033667968893195,-0.5985303609009104,0.2091656760239228,-0.3177366425907506,-0.3122502562345394,0.323635593052713}"
17916,"{-2.478590985366297,-1.0385543303713138,-0.5602220716026695,-1.285448322383588,-0.6571124007867355,-0.1102374841512111,-0.0613100983572739,0.3148745727851352,0.8083262870805265,-0.5983759357443824}"
17917,"{1.1343628266854011,1.2095466900525744,-1.0848826925239217,0.5852510428998071,0.5962007026927894,0.3556491784703073,-1.0033415827847287,0.1311172012703635,-0.1190871166006149,0.3971663992830348}"
17918,"{0.8738053757023506,-0.6018920974987211,-0.7074248075683397,1.817227593876093,0.5932433467532272,1.3603279359653129,-0.1447630892170038,1.2380801035711908,-0.1160312196060689,1.7556879558566851}"
17919,"{0.929420924402756,-0.6731920253379315,-0.2579987714917669,-0.4561367328599723,-0.3544689365779695,-0.0366922031402144,-1.157747352333315,0.5392954557573435,-0.594235245256446,-1.133164727329904}"
17920,"{-0.8879199124447601,-0.7779975622119965,-0.5411460458828397,0.1347118749518792,-1.1519216566601722,-0.7730039216500896,0.7419662226330644,0.5315352482518151,-2.7047465505116453,-0.0895832163241601}"
17921,"{1.5707435771673384,1.7854945448837716,-0.3559398548987971,-0.8682281422721068,-0.4598390956615195,-0.4346285943357634,-0.5524804315333716,0.9410364453322404,0.1837791466718799,-0.9230301348901953}"
17922,"{0.4043206332650371,0.6661246776174126,-1.7911960516573358,-0.4148881744076221,1.8701195813218725,1.7672577684854691,0.3562378675825024,-0.124861440949448,-0.7283465864720601,0.9463809230016144}"
17923,"{1.1454531878854275,0.5779850248556051,-0.4511981553769186,0.2291602422773362,0.3930951165776574,1.1263843400103557,0.526932763134866,2.1599806258430143,1.436682538394935,0.4180034657740744}"
17924,"{1.567353530556435,-0.0885919427593047,-0.3481952733556201,-0.6941081589018084,-1.394105332402877,-0.9387646853484988,-0.7240017142592782,-0.0660401941981881,-0.1915295889919794,-1.640343528381784}"
17925,"{-0.8394437190638124,0.1876957345607181,0.3484979960717895,1.0497801497937316,0.0701157513232596,0.3541050907264907,1.047795285171626,1.333464920180072,-0.7212054809949185,-0.2765310236014447}"
17926,"{-1.7326476043055037,-0.761359840561467,-1.3950816329199085,0.5511071103365976,0.7400827834196736,1.2094832099978896,-0.4100879572553721,0.624367777376461,-1.4994151319152365,0.2486925125408845}"
17927,"{-1.8862453810927229,-1.2345091187364805,-0.8475342718079178,-0.0820108505357994,0.0397562242623923,-0.2849531059775403,0.7383419519321507,0.2328121821720919,1.3803843151484891,-0.3268105116489209}"
17928,"{2.058581184284833,2.243840910393402,-0.2234212665071158,1.2736398019586086,0.3753467663674183,1.1976220895539076,0.2115080962554255,-0.0472801831016676,-0.0944565270418432,-0.2333212609353445}"
17929,"{0.0203012812990021,-2.5096720746056937,0.4351448873502505,-0.1744903709192303,-1.2964235689531889,0.5897020492919712,-1.84262094574222,2.156917062226999,-0.7938308333837909,1.2550059379137617}"
17930,"{0.5590104690253715,-0.9025631798774004,0.2729449918081608,-0.0820139905030442,-0.090227323500399,-1.5578525082452712,0.7140565086292754,0.824612585674074,-0.9963906701042096,0.5509767567898511}"
17931,"{0.667403792724877,-0.7262016182764737,0.4282478511363182,1.1440718649116557,-0.1667092305808732,-1.3654010429858512,-0.5078373024235867,-0.510302970839325,-1.7777507376678587,-1.1440831850174924}"
17932,"{0.3411969919643365,0.2013201553524427,-0.7578382737473245,-0.8818580728000733,0.8208149584999958,-0.0837263422176088,-1.6957557781310624,-0.4300495695405295,0.2936291175241642,1.7740598454222147}"
17933,"{2.376955302319732,2.568944567081757,0.9646342978911818,0.2176350764665275,1.3096602066594103,0.0776618399176743,-1.2778095457634484,0.938060939887532,0.7100561497313201,1.3026580327298871}"
17934,"{-1.3146996984609982,0.4379318714057369,-0.7171591453941633,-0.862223825888926,0.1697974251531291,1.1326637318156842,0.0743019624327245,1.2546909721235455,-0.1309877319630596,-0.0998648931372195}"
17935,"{0.09664710879261,-1.2951728473759014,1.7442074144602735,2.4912069238127708,1.425677028682957,-0.1528385713699183,-0.8412361524604349,-0.9369188654740752,1.316983718325056,-0.9638689040899358}"
17936,"{-0.9756853670792196,-1.8460896177393675,0.9379067210398118,0.160021053630583,0.6169347568147725,-2.3786016018507072,-0.8699791338740196,1.6444098467008323,1.5968400132671805,1.1895641716679306}"
17937,"{0.5683056644225716,-2.1796346416980072,-1.2912747989845266,-0.5026909468859097,-1.4182779861838373,0.880309360922818,-0.6681941665240665,1.2882830415579551,-1.1427002586598092,-0.4287509109009822}"
17938,"{-1.06327402164315,0.4966675655832964,0.8939749156136827,1.8735479980308831,-0.6574843830845053,-1.2011320684965487,-0.0315817784633921,-0.5231066430853167,0.8896809368700955,-1.3388994626639907}"
17939,"{-0.3276178397956054,-0.4003750988287684,1.2970076704669664,0.5006896783719489,0.0273699746782507,-0.6656330260796081,-0.19167518427659,-0.4144474459546873,-0.5645100042540131,0.7040099811410055}"
17940,"{1.1043151057170366,0.6214145234696706,0.7687151826184813,0.4190991558358595,1.2645549586501217,1.4366008136011117,1.59674883047531,0.9433456132108798,0.2592361656762478,0.1533827445355932}"
17941,"{-1.2254813986530058,0.4190810426779337,0.5503373804132676,-0.059444309397519,-0.0638143393576605,-0.9410174565053544,-1.1844313976785847,-1.4770861153817811,0.0098986100929035,1.0531370496390096}"
17942,"{0.750163710253546,1.4146527223247067,-1.2465795635418433,-0.7223405958395013,-0.5036575969774044,-0.1851949083179374,0.4287903235957119,-0.7750538540594067,1.1084195262557044,-0.5032400175075149}"
17943,"{0.183421147678105,1.4200700072607433,-0.0158113343700779,-1.1645073046839305,-0.1957724040457891,-1.079811322398295,0.8031564855749603,-0.5315100336985247,-0.192218375153717,0.0184860448439068}"
17944,"{0.5743706916039979,1.0088549280679209,0.5979459834642892,1.0556037363316484,1.230040529793928,-0.2804065747870268,0.6256136628070557,0.4637940460039348,-0.4504189467136061,-2.837197426909742}"
17945,"{-0.0728572105423056,-0.3978833988926173,-0.0015263370324609,-1.0950851410439388,0.4585550563729366,0.6752669996425564,-0.7366226372717987,0.0499107859469695,-0.8665210530045842,-0.3970441624753656}"
17946,"{-1.113369058525849,-0.3701096479756454,0.3313081243827112,-0.5251511631629648,-0.2674962568554694,-0.4453095099623411,0.7002215709073654,1.5542683034104257,1.4782887574562305,2.358065344973886}"
17947,"{-0.7988642222814275,0.2675049598058738,-0.1817779068924439,0.5798561516973706,0.0129918775453041,-0.7103008398619131,-1.6688769724098171,-0.4177929060456007,1.023667772958487,0.1819053334878305}"
17948,"{0.4606205209479959,0.6067727542386795,-1.9332460450717952,-0.3194592767637098,-0.3777478444125007,-0.6907449849711522,0.6905610876751316,-0.5873609130806312,0.0176345872822784,0.0650286089820899}"
17949,"{0.2345965363222488,0.2330707925256611,0.0740962410692083,1.8966434790734497,1.0314508129968007,0.9011508602722258,2.0056925609935057,0.590856140136586,-0.4702253757765436,-0.3073290828157212}"
17950,"{-1.3868265104648916,-1.7785094825326433,0.7559629955652671,-0.0582919892820765,1.2909181000586476,0.99147669830994,-1.793064959586337,-0.6552103002204077,-1.2882527568768147,0.4582193689852425}"
17951,"{3.0216530901548326,-0.7240442657038332,-0.0319076146560225,0.6590415290251336,0.8737793451758953,0.3659954651278981,-0.1865827345352032,-0.9451034112433212,0.8542579046107732,-1.3553860502197088}"
17952,"{-1.018519978354248,-0.387367991015681,-0.9636944792607536,-1.46418856701396,-0.7994033138264813,-2.7417982474363125,0.1367483973532771,-0.0152499682754773,1.7676228389834503,-1.3873980840403497}"
17953,"{-0.5673660921228741,-0.3021448525385027,-0.0362038185958571,-1.271211947424297,-0.2980249511312849,-0.7176049301820895,0.4821851024098366,1.3831427305368231,-0.7393259467803143,-0.0335412029085122}"
17954,"{0.1570004627115929,-0.6915025781150184,-1.5372170890550128,0.9831813307472212,0.9314313724006464,0.9397821162573416,0.9022828111085076,-1.141014518946796,0.7429465473350696,0.7095864737396518}"
17955,"{0.594870221404828,0.1042552019632319,-1.212760904463407,0.9828375802679588,-0.6642724415419053,-1.8561524203966744,-0.5137001754065633,0.8166242402152251,-2.328265639445841,-0.0715339272482074}"
17956,"{0.0686409946419107,0.1794390374234688,1.4528603746105528,1.3287893738352912,1.89724886895415,0.9398191686036798,0.6450819686792114,-1.0935511309638193,-0.6686942636674642,0.2789267211138969}"
17957,"{-0.5310297113790226,0.2592797206194947,0.0965938800693348,-0.4752860875207461,-0.9520733365332952,-1.0032130422511485,1.250258719791446,1.2013774679142264,1.1780951560966588,-1.3656574213017656}"
17958,"{0.6777391256349388,-0.0377893265692913,1.3163665175648256,-1.2404387706450255,1.647951540612491,-1.4937660616142976,-0.3455468643823852,-1.6435375165456825,0.9260155378890896,0.3924530339755597}"
17959,"{0.6191618442800229,-2.261618047843136,-1.3077830597551676,-1.2736528084588226,0.1525608756238345,-0.0165424319786902,1.1818185459504311,-1.1331607645732955,0.2992631672984817,-0.3645419801121007}"
17960,"{0.5092940138491187,-1.0686397446005798,-0.543284447040382,-0.1342609062709744,0.4996823416318387,0.5949174899718244,0.3875169556104862,-1.0021581310414625,-0.5887164212563438,0.9402047331150316}"
17961,"{-0.3790511385869689,0.4636944254498147,-1.778049818737451,-1.7274169084579898,1.0090666082761366,-0.547075043815554,1.13615619697268,-1.1267823521198856,-0.0109024638444278,1.4562867753394997}"
17962,"{1.5769114398144295,-0.2925360186969285,0.2946311727577008,-1.5309745776657184,-0.0014473576195937,0.2625984389958001,-1.5311490119135829,0.7451576611450029,0.0926655937131135,0.6323240090467964}"
17963,"{-0.2090124026098256,0.0967408627042658,-1.6929012953327398,0.3748782120846761,-0.5948073234918975,1.3138742906638403,0.831525318488027,1.012728161976141,-0.3031776953861595,1.2094183872269046}"
17964,"{-1.0526194036526233,-1.1258382328836922,-0.4973121873303235,-1.4034992811829992,-0.9872332047762594,1.491834534001473,1.1246666762925903,0.5207451275623234,0.07636319097659,-0.9322413645194304}"
17965,"{1.940931918904356,-0.2030254110844279,-0.7038882134689837,-0.3790144109220292,-0.5006895366073048,0.8774838511384695,-0.3770083400165886,0.0552025971700542,-1.659280647327772,-0.496987636466018}"
